,Event,Team,NOC,Year,Games,Season,City,Sport,Medal
233,Alpine Skiing Women's Giant Slalom,Germany,GER,2010,2010 Winter,Winter,Vancouver,Alpine Skiing,1.0
234,Alpine Skiing Women's Giant Slalom,Germany,GER,2014,2014 Winter,Winter,Sochi,Alpine Skiing,1.0
235,Alpine Skiing Women's Giant Slalom,Italy,ITA,1960,1960 Winter,Winter,Squaw Valley,Alpine Skiing,1.0
236,Alpine Skiing Women's Giant Slalom,Italy,ITA,1994,1994 Winter,Winter,Lillehammer,Alpine Skiing,1.0
237,Alpine Skiing Women's Giant Slalom,Italy,ITA,1998,1998 Winter,Winter,Nagano,Alpine Skiing,1.0
238,Alpine Skiing Women's Giant Slalom,Liechtenstein,LIE,1980,1980 Winter,Winter,Lake Placid,Alpine Skiing,1.0
239,Alpine Skiing Women's Giant Slalom,Slovenia,SLO,2010,2010 Winter,Winter,Vancouver,Alpine Skiing,1.0
240,Alpine Skiing Women's Giant Slalom,Slovenia,SLO,2014,2014 Winter,Winter,Sochi,Alpine Skiing,1.0
241,Alpine Skiing Women's Giant Slalom,Sweden,SWE,1992,1992 Winter,Winter,Albertville,Alpine Skiing,1.0
242,Alpine Skiing Women's Giant Slalom,Sweden,SWE,2002,2002 Winter,Winter,Salt Lake City,Alpine Skiing,1.0
243,Alpine Skiing Women's Giant Slalom,Sweden,SWE,2006,2006 Winter,Winter,Torino,Alpine Skiing,1.0
244,Alpine Skiing Women's Giant Slalom,Switzerland,SUI,1960,1960 Winter,Winter,Squaw Valley,Alpine Skiing,1.0
245,Alpine Skiing Women's Giant Slalom,Switzerland,SUI,1968,1968 Winter,Winter,Grenoble,Alpine Skiing,1.0
246,Alpine Skiing Women's Giant Slalom,Switzerland,SUI,1972,1972 Winter,Winter,Sapporo,Alpine Skiing,1.0
247,Alpine Skiing Women's Giant Slalom,Switzerland,SUI,1988,1988 Winter,Winter,Calgary,Alpine Skiing,1.0
248,Alpine Skiing Women's Giant Slalom,Switzerland,SUI,1994,1994 Winter,Winter,Lillehammer,Alpine Skiing,1.0
249,Alpine Skiing Women's Giant Slalom,Switzerland,SUI,2002,2002 Winter,Winter,Salt Lake City,Alpine Skiing,1.0
250,Alpine Skiing Women's Giant Slalom,United States,USA,1960,1960 Winter,Winter,Squaw Valley,Alpine Skiing,1.0
251,Alpine Skiing Women's Giant Slalom,United States,USA,1964,1964 Winter,Winter,Innsbruck,Alpine Skiing,1.0
252,Alpine Skiing Women's Giant Slalom,United States,USA,1984,1984 Winter,Winter,Sarajevo,Alpine Skiing,1.0
253,Alpine Skiing Women's Giant Slalom,United States,USA,1992,1992 Winter,Winter,Albertville,Alpine Skiing,1.0
254,Alpine Skiing Women's Giant Slalom,United States,USA,2006,2006 Winter,Winter,Torino,Alpine Skiing,1.0
255,Alpine Skiing Women's Giant Slalom,West Germany,FRG,1976,1976 Winter,Winter,Innsbruck,Alpine Skiing,1.0
256,Alpine Skiing Women's Giant Slalom,West Germany,FRG,1980,1980 Winter,Winter,Lake Placid,Alpine Skiing,1.0
257,Alpine Skiing Women's Giant Slalom,West Germany,FRG,1988,1988 Winter,Winter,Calgary,Alpine Skiing,1.0
258,Alpine Skiing Women's Slalom,Australia,AUS,1998,1998 Winter,Winter,Nagano,Alpine Skiing,1.0
259,Alpine Skiing Women's Slalom,Austria,AUT,1956,1956 Winter,Winter,Cortina d'Ampezzo,Alpine Skiing,1.0
260,Alpine Skiing Women's Slalom,Austria,AUT,1992,1992 Winter,Winter,Albertville,Alpine Skiing,1.0
261,Alpine Skiing Women's Slalom,Austria,AUT,1994,1994 Winter,Winter,Lillehammer,Alpine Skiing,1.0
262,Alpine Skiing Women's Slalom,Austria,AUT,2006,2006 Winter,Winter,Torino,Alpine Skiing,1.0
263,Alpine Skiing Women's Slalom,Austria,AUT,2010,2010 Winter,Winter,Vancouver,Alpine Skiing,1.0
264,Alpine Skiing Women's Slalom,Austria,AUT,2014,2014 Winter,Winter,Sochi,Alpine Skiing,1.0
265,Alpine Skiing Women's Slalom,Canada,CAN,1960,1960 Winter,Winter,Squaw Valley,Alpine Skiing,1.0
266,Alpine Skiing Women's Slalom,Canada,CAN,1968,1968 Winter,Winter,Grenoble,Alpine Skiing,1.0
267,Alpine Skiing Women's Slalom,Croatia,CRO,2002,2002 Winter,Winter,Salt Lake City,Alpine Skiing,1.0
268,Alpine Skiing Women's Slalom,Czech Republic,CZE,2010,2010 Winter,Winter,Vancouver,Alpine Skiing,1.0
269,Alpine Skiing Women's Slalom,France,FRA,1964,1964 Winter,Winter,Innsbruck,Alpine Skiing,1.0
270,Alpine Skiing Women's Slalom,France,FRA,1968,1968 Winter,Winter,Grenoble,Alpine Skiing,1.0
271,Alpine Skiing Women's Slalom,France,FRA,1972,1972 Winter,Winter,Sapporo,Alpine Skiing,1.0
272,Alpine Skiing Women's Slalom,France,FRA,1984,1984 Winter,Winter,Sarajevo,Alpine Skiing,1.0
273,Alpine Skiing Women's Slalom,France,FRA,2002,2002 Winter,Winter,Salt Lake City,Alpine Skiing,1.0
274,Alpine Skiing Women's Slalom,Germany,GER,1960,1960 Winter,Winter,Squaw Valley,Alpine Skiing,1.0
275,Alpine Skiing Women's Slalom,Germany,GER,1998,1998 Winter,Winter,Nagano,Alpine Skiing,1.0
276,Alpine Skiing Women's Slalom,Germany,GER,2010,2010 Winter,Winter,Vancouver,Alpine Skiing,1.0
277,Alpine Skiing Women's Slalom,Italy,ITA,1976,1976 Winter,Winter,Innsbruck,Alpine Skiing,1.0
278,Alpine Skiing Women's Slalom,Italy,ITA,1984,1984 Winter,Winter,Sarajevo,Alpine Skiing,1.0
279,Alpine Skiing Women's Slalom,Italy,ITA,1998,1998 Winter,Winter,Nagano,Alpine Skiing,1.0
280,Alpine Skiing Women's Slalom,Liechtenstein,LIE,1976,1976 Winter,Winter,Innsbruck,Alpine Skiing,1.0
281,Alpine Skiing Women's Slalom,Liechtenstein,LIE,1980,1980 Winter,Winter,Lake Placid,Alpine Skiing,1.0
282,Alpine Skiing Women's Slalom,Liechtenstein,LIE,1984,1984 Winter,Winter,Sarajevo,Alpine Skiing,1.0
283,Alpine Skiing Women's Slalom,New Zealand,NZL,1992,1992 Winter,Winter,Albertville,Alpine Skiing,1.0
284,Alpine Skiing Women's Slalom,Slovenia,SLO,1994,1994 Winter,Winter,Lillehammer,Alpine Skiing,1.0
285,Alpine Skiing Women's Slalom,Soviet Union,URS,1956,1956 Winter,Winter,Cortina d'Ampezzo,Alpine Skiing,1.0
286,Alpine Skiing Women's Slalom,Spain,ESP,1992,1992 Winter,Winter,Albertville,Alpine Skiing,1.0
287,Alpine Skiing Women's Slalom,Sweden,SWE,2002,2002 Winter,Winter,Salt Lake City,Alpine Skiing,1.0
288,Alpine Skiing Women's Slalom,Sweden,SWE,2006,2006 Winter,Winter,Torino,Alpine Skiing,1.0
289,Alpine Skiing Women's Slalom,Switzerland,SUI,1956,1956 Winter,Winter,Cortina d'Ampezzo,Alpine Skiing,1.0
290,Alpine Skiing Women's Slalom,Switzerland,SUI,1980,1980 Winter,Winter,Lake Placid,Alpine Skiing,1.0
291,Alpine Skiing Women's Slalom,Switzerland,SUI,1988,1988 Winter,Winter,Calgary,Alpine Skiing,1.0
292,Alpine Skiing Women's Slalom,Switzerland,SUI,1994,1994 Winter,Winter,Lillehammer,Alpine Skiing,1.0
293,Alpine Skiing Women's Slalom,United States,USA,1960,1960 Winter,Winter,Squaw Valley,Alpine Skiing,1.0
294,Alpine Skiing Women's Slalom,United States,USA,1964,1964 Winter,Winter,Innsbruck,Alpine Skiing,1.0
295,Alpine Skiing Women's Slalom,United States,USA,1972,1972 Winter,Winter,Sapporo,Alpine Skiing,1.0
296,Alpine Skiing Women's Slalom,United States,USA,2014,2014 Winter,Winter,Sochi,Alpine Skiing,1.0
297,Alpine Skiing Women's Slalom,West Germany,FRG,1976,1976 Winter,Winter,Innsbruck,Alpine Skiing,1.0
298,Alpine Skiing Women's Slalom,West Germany,FRG,1980,1980 Winter,Winter,Lake Placid,Alpine Skiing,1.0
299,Alpine Skiing Women's Slalom,West Germany,FRG,1988,1988 Winter,Winter,Calgary,Alpine Skiing,1.0
300,Alpine Skiing Women's Slalom,Yugoslavia,YUG,1988,1988 Winter,Winter,Calgary,Alpine Skiing,1.0
301,Alpine Skiing Women's Super G,Austria,AUT,1988,1988 Winter,Winter,Calgary,Alpine Skiing,1.0
302,Alpine Skiing Women's Super G,Austria,AUT,1998,1998 Winter,Winter,Nagano,Alpine Skiing,1.0
303,Alpine Skiing Women's Super G,Austria,AUT,2006,2006 Winter,Winter,Torino,Alpine Skiing,1.0
304,Alpine Skiing Women's Super G,Austria,AUT,2010,2010 Winter,Winter,Vancouver,Alpine Skiing,1.0
305,Alpine Skiing Women's Super G,Austria,AUT,2014,2014 Winter,Winter,Sochi,Alpine Skiing,1.0
306,Alpine Skiing Women's Super G,Canada,CAN,1988,1988 Winter,Winter,Calgary,Alpine Skiing,1.0
307,Alpine Skiing Women's Super G,Croatia,CRO,2002,2002 Winter,Winter,Salt Lake City,Alpine Skiing,1.0
308,Alpine Skiing Women's Super G,Croatia,CRO,2006,2006 Winter,Winter,Torino,Alpine Skiing,1.0
309,Alpine Skiing Women's Super G,France,FRA,1992,1992 Winter,Winter,Albertville,Alpine Skiing,1.0
310,Alpine Skiing Women's Super G,Germany,GER,1992,1992 Winter,Winter,Albertville,Alpine Skiing,1.0
311,Alpine Skiing Women's Super G,Germany,GER,2014,2014 Winter,Winter,Sochi,Alpine Skiing,1.0
312,Alpine Skiing Women's Super G,Italy,ITA,1992,1992 Winter,Winter,Albertville,Alpine Skiing,1.0
313,Alpine Skiing Women's Super G,Italy,ITA,1994,1994 Winter,Winter,Lillehammer,Alpine Skiing,1.0
314,Alpine Skiing Women's Super G,Italy,ITA,2002,2002 Winter,Winter,Salt Lake City,Alpine Skiing,1.0
315,Alpine Skiing Women's Super G,Russia,RUS,1994,1994 Winter,Winter,Lillehammer,Alpine Skiing,1.0
316,Alpine Skiing Women's Super G,Slovenia,SLO,2010,2010 Winter,Winter,Vancouver,Alpine Skiing,1.0
317,Alpine Skiing Women's Super G,Switzerland,SUI,1988,1988 Winter,Winter,Calgary,Alpine Skiing,1.0
318,Alpine Skiing Women's Super G,United States,USA,1994,1994 Winter,Winter,Lillehammer,Alpine Skiing,1.0
319,Alpine Skiing Women's Super G,United States,USA,1998,1998 Winter,Winter,Nagano,Alpine Skiing,1.0
320,Alpine Skiing Women's Super G,United States,USA,2010,2010 Winter,Winter,Vancouver,Alpine Skiing,1.0
321,Archery Men's Individual,Australia,AUS,2000,2000 Summer,Summer,Sydney,Archery,1.0
322,Archery Men's Individual,Australia,AUS,2004,2004 Summer,Summer,Athina,Archery,1.0
323,Archery Men's Individual,China,CHN,2012,2012 Summer,Summer,London,Archery,1.0
324,Archery Men's Individual,Finland,FIN,1972,1972 Summer,Summer,Munich,Archery,1.0
325,Archery Men's Individual,Finland,FIN,1980,1980 Summer,Summer,Moskva,Archery,1.0
326,Archery Men's Individual,France,FRA,1992,1992 Summer,Summer,Barcelona,Archery,1.0
327,Archery Men's Individual,France,FRA,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
328,Archery Men's Individual,Great Britain,GBR,1992,1992 Summer,Summer,Barcelona,Archery,1.0
329,Archery Men's Individual,Italy,ITA,1976,1976 Summer,Summer,Montreal,Archery,1.0
330,Archery Men's Individual,Italy,ITA,1980,1980 Summer,Summer,Moskva,Archery,1.0
331,Archery Men's Individual,Italy,ITA,2004,2004 Summer,Summer,Athina,Archery,1.0
332,Archery Men's Individual,Japan,JPN,1976,1976 Summer,Summer,Montreal,Archery,1.0
333,Archery Men's Individual,Japan,JPN,1984,1984 Summer,Summer,Los Angeles,Archery,1.0
334,Archery Men's Individual,Japan,JPN,2004,2004 Summer,Summer,Athina,Archery,1.0
335,Archery Men's Individual,Japan,JPN,2012,2012 Summer,Summer,London,Archery,1.0
336,Archery Men's Individual,Netherlands,NED,2000,2000 Summer,Summer,Sydney,Archery,1.0
337,Archery Men's Individual,Russia,RUS,2008,2008 Summer,Summer,Beijing,Archery,1.0
338,Archery Men's Individual,South Korea,KOR,1988,1988 Summer,Summer,Seoul,Archery,1.0
339,Archery Men's Individual,South Korea,KOR,1992,1992 Summer,Summer,Barcelona,Archery,1.0
340,Archery Men's Individual,South Korea,KOR,1996,1996 Summer,Summer,Atlanta,Archery,1.0
341,Archery Men's Individual,South Korea,KOR,2008,2008 Summer,Summer,Beijing,Archery,1.0
342,Archery Men's Individual,South Korea,KOR,2012,2012 Summer,Summer,London,Archery,1.0
343,Archery Men's Individual,South Korea,KOR,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
344,Archery Men's Individual,Soviet Union,URS,1980,1980 Summer,Summer,Moskva,Archery,1.0
345,Archery Men's Individual,Soviet Union,URS,1988,1988 Summer,Summer,Seoul,Archery,1.0
346,Archery Men's Individual,Sweden,SWE,1972,1972 Summer,Summer,Munich,Archery,1.0
347,Archery Men's Individual,Sweden,SWE,1996,1996 Summer,Summer,Atlanta,Archery,1.0
348,Archery Men's Individual,Ukraine,UKR,2008,2008 Summer,Summer,Beijing,Archery,1.0
349,Archery Men's Individual,United States,USA,1972,1972 Summer,Summer,Munich,Archery,1.0
350,Archery Men's Individual,United States,USA,1976,1976 Summer,Summer,Montreal,Archery,1.0
351,Archery Men's Individual,United States,USA,1984,1984 Summer,Summer,Los Angeles,Archery,1.0
352,Archery Men's Individual,United States,USA,1988,1988 Summer,Summer,Seoul,Archery,1.0
353,Archery Men's Individual,United States,USA,1996,1996 Summer,Summer,Atlanta,Archery,1.0
354,Archery Men's Individual,United States,USA,2000,2000 Summer,Summer,Sydney,Archery,1.0
355,Archery Men's Individual,United States,USA,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
356,Archery Men's Team,Australia,AUS,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
357,Archery Men's Team,China,CHN,2008,2008 Summer,Summer,Beijing,Archery,1.0
358,Archery Men's Team,Chinese Taipei,TPE,2004,2004 Summer,Summer,Athina,Archery,1.0
359,Archery Men's Team,Finland,FIN,1992,1992 Summer,Summer,Barcelona,Archery,1.0
360,Archery Men's Team,Great Britain,GBR,1988,1988 Summer,Summer,Seoul,Archery,1.0
361,Archery Men's Team,Great Britain,GBR,1992,1992 Summer,Summer,Barcelona,Archery,1.0
362,Archery Men's Team,Italy,ITA,1996,1996 Summer,Summer,Atlanta,Archery,1.0
363,Archery Men's Team,Italy,ITA,2000,2000 Summer,Summer,Sydney,Archery,1.0
364,Archery Men's Team,Italy,ITA,2008,2008 Summer,Summer,Beijing,Archery,1.0
365,Archery Men's Team,Italy,ITA,2012,2012 Summer,Summer,London,Archery,1.0
366,Archery Men's Team,South Korea,KOR,1988,1988 Summer,Summer,Seoul,Archery,1.0
367,Archery Men's Team,South Korea,KOR,1996,1996 Summer,Summer,Atlanta,Archery,1.0
368,Archery Men's Team,South Korea,KOR,2000,2000 Summer,Summer,Sydney,Archery,1.0
369,Archery Men's Team,South Korea,KOR,2004,2004 Summer,Summer,Athina,Archery,1.0
370,Archery Men's Team,South Korea,KOR,2008,2008 Summer,Summer,Beijing,Archery,1.0
371,Archery Men's Team,South Korea,KOR,2012,2012 Summer,Summer,London,Archery,1.0
372,Archery Men's Team,South Korea,KOR,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
373,Archery Men's Team,Spain,ESP,1992,1992 Summer,Summer,Barcelona,Archery,1.0
374,Archery Men's Team,Ukraine,UKR,2004,2004 Summer,Summer,Athina,Archery,1.0
375,Archery Men's Team,United States,USA,1988,1988 Summer,Summer,Seoul,Archery,1.0
376,Archery Men's Team,United States,USA,1996,1996 Summer,Summer,Atlanta,Archery,1.0
377,Archery Men's Team,United States,USA,2000,2000 Summer,Summer,Sydney,Archery,1.0
378,Archery Men's Team,United States,USA,2012,2012 Summer,Summer,London,Archery,1.0
379,Archery Men's Team,United States,USA,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
380,Archery Women's Individual,China,CHN,1984,1984 Summer,Summer,Los Angeles,Archery,1.0
381,Archery Women's Individual,China,CHN,1996,1996 Summer,Summer,Atlanta,Archery,1.0
382,Archery Women's Individual,China,CHN,2008,2008 Summer,Summer,Beijing,Archery,1.0
383,Archery Women's Individual,Finland,FIN,1980,1980 Summer,Summer,Moskva,Archery,1.0
384,Archery Women's Individual,Germany,GER,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
385,Archery Women's Individual,Great Britain,GBR,2004,2004 Summer,Summer,Athina,Archery,1.0
386,Archery Women's Individual,Mexico,MEX,2012,2012 Summer,Summer,London,Archery,1.0
387,Archery Women's Individual,Poland,POL,1972,1972 Summer,Summer,Munich,Archery,1.0
388,Archery Women's Individual,South Korea,KOR,1984,1984 Summer,Summer,Los Angeles,Archery,1.0
389,Archery Women's Individual,South Korea,KOR,1988,1988 Summer,Summer,Seoul,Archery,1.0
390,Archery Women's Individual,South Korea,KOR,1992,1992 Summer,Summer,Barcelona,Archery,1.0
391,Archery Women's Individual,South Korea,KOR,1996,1996 Summer,Summer,Atlanta,Archery,1.0
392,Archery Women's Individual,South Korea,KOR,2000,2000 Summer,Summer,Sydney,Archery,1.0
393,Archery Women's Individual,South Korea,KOR,2004,2004 Summer,Summer,Athina,Archery,1.0
394,Archery Women's Individual,South Korea,KOR,2008,2008 Summer,Summer,Beijing,Archery,1.0
395,Archery Women's Individual,South Korea,KOR,2012,2012 Summer,Summer,London,Archery,1.0
396,Archery Women's Individual,South Korea,KOR,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
397,Archery Women's Individual,Soviet Union,URS,1972,1972 Summer,Summer,Munich,Archery,1.0
398,Archery Women's Individual,Soviet Union,URS,1976,1976 Summer,Summer,Montreal,Archery,1.0
399,Archery Women's Individual,Soviet Union,URS,1980,1980 Summer,Summer,Moskva,Archery,1.0
400,Archery Women's Individual,Ukraine,UKR,1996,1996 Summer,Summer,Atlanta,Archery,1.0
401,Archery Women's Individual,Unified Team,EUN,1992,1992 Summer,Summer,Barcelona,Archery,1.0
402,Archery Women's Individual,United States,USA,1972,1972 Summer,Summer,Munich,Archery,1.0
403,Archery Women's Individual,United States,USA,1976,1976 Summer,Summer,Montreal,Archery,1.0
404,Archery Women's Team,China,CHN,1992,1992 Summer,Summer,Barcelona,Archery,1.0
405,Archery Women's Team,China,CHN,2004,2004 Summer,Summer,Athina,Archery,1.0
406,Archery Women's Team,China,CHN,2008,2008 Summer,Summer,Beijing,Archery,1.0
407,Archery Women's Team,China,CHN,2012,2012 Summer,Summer,London,Archery,1.0
408,Archery Women's Team,Chinese Taipei,TPE,2004,2004 Summer,Summer,Athina,Archery,1.0
409,Archery Women's Team,Chinese Taipei,TPE,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
410,Archery Women's Team,France,FRA,2008,2008 Summer,Summer,Beijing,Archery,1.0
411,Archery Women's Team,Germany,GER,1996,1996 Summer,Summer,Atlanta,Archery,1.0
412,Archery Women's Team,Germany,GER,2000,2000 Summer,Summer,Sydney,Archery,1.0
413,Archery Women's Team,Indonesia,INA,1988,1988 Summer,Summer,Seoul,Archery,1.0
414,Archery Women's Team,Japan,JPN,2012,2012 Summer,Summer,London,Archery,1.0
415,Archery Women's Team,Poland,POL,1996,1996 Summer,Summer,Atlanta,Archery,1.0
416,Archery Women's Team,Russia,RUS,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
417,Archery Women's Team,South Korea,KOR,1988,1988 Summer,Summer,Seoul,Archery,1.0
418,Archery Women's Team,South Korea,KOR,1992,1992 Summer,Summer,Barcelona,Archery,1.0
419,Archery Women's Team,South Korea,KOR,1996,1996 Summer,Summer,Atlanta,Archery,1.0
420,Archery Women's Team,South Korea,KOR,2000,2000 Summer,Summer,Sydney,Archery,1.0
421,Archery Women's Team,South Korea,KOR,2004,2004 Summer,Summer,Athina,Archery,1.0
422,Archery Women's Team,South Korea,KOR,2008,2008 Summer,Summer,Beijing,Archery,1.0
423,Archery Women's Team,South Korea,KOR,2012,2012 Summer,Summer,London,Archery,1.0
424,Archery Women's Team,South Korea,KOR,2016,2016 Summer,Summer,Rio de Janeiro,Archery,1.0
425,Archery Women's Team,Ukraine,UKR,2000,2000 Summer,Summer,Sydney,Archery,1.0
426,Archery Women's Team,Unified Team,EUN,1992,1992 Summer,Summer,Barcelona,Archery,1.0
427,Archery Women's Team,United States,USA,1988,1988 Summer,Summer,Seoul,Archery,1.0
428,"Athletics Men's 1,500 metres",Algeria,ALG,1996,1996 Summer,Summer,Atlanta,Athletics,1.0
429,"Athletics Men's 1,500 metres",Algeria,ALG,2012,2012 Summer,Summer,London,Athletics,1.0
430,"Athletics Men's 1,500 metres",Algeria,ALG,2016,2016 Summer,Summer,Rio de Janeiro,Athletics,1.0
431,"Athletics Men's 1,500 metres",Australia,AUS,1956,1956 Summer,Summer,Melbourne,Athletics,1.0
432,"Athletics Men's 1,500 metres",Australia,AUS,1960,1960 Summer,Summer,Roma,Athletics,1.0
433,"Athletics Men's 1,500 metres",Belgium,BEL,1976,1976 Summer,Summer,Montreal,Athletics,1.0
434,"Athletics Men's 1,500 metres",Czechoslovakia,TCH,1964,1964 Summer,Summer,Tokyo,Athletics,1.0
435,"Athletics Men's 1,500 metres",East Germany,GDR,1980,1980 Summer,Summer,Moskva,Athletics,1.0
436,"Athletics Men's 1,500 metres",East Germany,GDR,1988,1988 Summer,Summer,Seoul,Athletics,1.0
437,"Athletics Men's 1,500 metres",Finland,FIN,1972,1972 Summer,Summer,Munich,Athletics,1.0
438,"Athletics Men's 1,500 metres",France,FRA,1960,1960 Summer,Summer,Roma,Athletics,1.0
439,"Athletics Men's 1,500 metres",France,FRA,2008,2008 Summer,Summer,Beijing,Athletics,1.0
440,"Athletics Men's 1,500 metres",Germany,GER,1956,1956 Summer,Summer,Melbourne,Athletics,1.0
441,"Athletics Men's 1,500 metres",Great Britain,GBR,1980,1980 Summer,Summer,Moskva,Athletics,1.0
442,"Athletics Men's 1,500 metres",Great Britain,GBR,1984,1984 Summer,Summer,Los Angeles,Athletics,1.0
443,"Athletics Men's 1,500 metres",Great Britain,GBR,1988,1988 Summer,Summer,Seoul,Athletics,1.0
444,"Athletics Men's 1,500 metres",Hungary,HUN,1960,1960 Summer,Summer,Roma,Athletics,1.0
445,"Athletics Men's 1,500 metres",Ireland,IRL,1956,1956 Summer,Summer,Melbourne,Athletics,1.0
446,"Athletics Men's 1,500 metres",Kenya,KEN,1968,1968 Summer,Summer,Mexico City,Athletics,1.0
447,"Athletics Men's 1,500 metres",Kenya,KEN,1972,1972 Summer,Summer,Munich,Athletics,1.0
448,"Athletics Men's 1,500 metres",Kenya,KEN,1988,1988 Summer,Summer,Seoul,Athletics,1.0
449,"Athletics Men's 1,500 metres",Kenya,KEN,1996,1996 Summer,Summer,Atlanta,Athletics,1.0
450,"Athletics Men's 1,500 metres",Kenya,KEN,2000,2000 Summer,Summer,Sydney,Athletics,1.0
451,"Athletics Men's 1,500 metres",Kenya,KEN,2004,2004 Summer,Summer,Athina,Athletics,1.0
452,"Athletics Men's 1,500 metres",Kenya,KEN,2008,2008 Summer,Summer,Beijing,Athletics,1.0
453,"Athletics Men's 1,500 metres",Morocco,MAR,1992,1992 Summer,Summer,Barcelona,Athletics,1.0
454,"Athletics Men's 1,500 metres",Morocco,MAR,2000,2000 Summer,Summer,Sydney,Athletics,1.0
455,"Athletics Men's 1,500 metres",Morocco,MAR,2004,2004 Summer,Summer,Athina,Athletics,1.0
456,"Athletics Men's 1,500 metres",Morocco,MAR,2012,2012 Summer,Summer,London,Athletics,1.0
457,"Athletics Men's 1,500 metres",New Zealand,NZL,1964,1964 Summer,Summer,Tokyo,Athletics,1.0
458,"Athletics Men's 1,500 metres",New Zealand,NZL,1972,1972 Summer,Summer,Munich,Athletics,1.0
459,"Athletics Men's 1,500 metres",New Zealand,NZL,1976,1976 Summer,Summer,Montreal,Athletics,1.0
460,"Athletics Men's 1,500 metres",New Zealand,NZL,2008,2008 Summer,Summer,Beijing,Athletics,1.0
461,"Athletics Men's 1,500 metres",New Zealand,NZL,2016,2016 Summer,Summer,Rio de Janeiro,Athletics,1.0
462,"Athletics Men's 1,500 metres",Portugal,POR,2004,2004 Summer,Summer,Athina,Athletics,1.0
463,"Athletics Men's 1,500 metres",Qatar,QAT,1992,1992 Summer,Summer,Barcelona,Athletics,1.0
464,"Athletics Men's 1,500 metres",Spain,ESP,1984,1984 Summer,Summer,Los Angeles,Athletics,1.0
465,"Athletics Men's 1,500 metres",Spain,ESP,1992,1992 Summer,Summer,Barcelona,Athletics,1.0
466,"Athletics Men's 1,500 metres",Spain,ESP,1996,1996 Summer,Summer,Atlanta,Athletics,1.0
467,"Athletics Men's 1,500 metres",United States,USA,1968,1968 Summer,Summer,Mexico City,Athletics,1.0
468,"Athletics Men's 1,500 metres",United States,USA,2012,2012 Summer,Summer,London,Athletics,1.0
