,Event,Team,NOC,Year,Games,Season,City,Sport,Medal
6901,Judo Men's Half-Heavyweight,Japan,JPN,2000,2000 Summer,Summer,Sydney,Judo,1.0
6902,Judo Men's Half-Heavyweight,Japan,JPN,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
6903,Judo Men's Half-Heavyweight,Kazakhstan,KAZ,2008,2008 Summer,Summer,Beijing,Judo,1.0
6904,Judo Men's Half-Heavyweight,Mongolia,MGL,2008,2008 Summer,Summer,Beijing,Judo,1.0
6905,Judo Men's Half-Heavyweight,Mongolia,MGL,2012,2012 Summer,Summer,London,Judo,1.0
6906,Judo Men's Half-Heavyweight,Netherlands,NED,1980,1980 Summer,Summer,Moskva,Judo,1.0
6907,Judo Men's Half-Heavyweight,Netherlands,NED,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6908,Judo Men's Half-Heavyweight,Netherlands,NED,2008,2008 Summer,Summer,Beijing,Judo,1.0
6909,Judo Men's Half-Heavyweight,Netherlands,NED,2012,2012 Summer,Summer,London,Judo,1.0
6910,Judo Men's Half-Heavyweight,Poland,POL,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6911,Judo Men's Half-Heavyweight,Russia,RUS,2000,2000 Summer,Summer,Sydney,Judo,1.0
6912,Judo Men's Half-Heavyweight,Russia,RUS,2012,2012 Summer,Summer,London,Judo,1.0
6913,Judo Men's Half-Heavyweight,South Korea,KOR,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6914,Judo Men's Half-Heavyweight,South Korea,KOR,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6915,Judo Men's Half-Heavyweight,South Korea,KOR,2004,2004 Summer,Summer,Athina,Judo,1.0
6916,Judo Men's Half-Heavyweight,Soviet Union,URS,1972,1972 Summer,Summer,Munich,Judo,1.0
6917,Judo Men's Half-Heavyweight,Soviet Union,URS,1976,1976 Summer,Summer,Montreal,Judo,1.0
6918,Judo Men's Half-Heavyweight,Soviet Union,URS,1980,1980 Summer,Summer,Moskva,Judo,1.0
6919,Judo Men's Half-Heavyweight,Switzerland,SUI,1976,1976 Summer,Summer,Montreal,Judo,1.0
6920,Judo Men's Half-Heavyweight,Unified Team,EUN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6921,Judo Men's Half-Heavyweight,West Germany,FRG,1972,1972 Summer,Summer,Munich,Judo,1.0
6922,Judo Men's Half-Heavyweight,West Germany,FRG,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6923,Judo Men's Half-Heavyweight,West Germany,FRG,1988,1988 Summer,Summer,Seoul,Judo,1.0
6924,Judo Men's Half-Lightweight,Austria,AUT,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6925,Judo Men's Half-Lightweight,Brazil,BRA,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6926,Judo Men's Half-Lightweight,Brazil,BRA,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6927,Judo Men's Half-Lightweight,Bulgaria,BUL,1980,1980 Summer,Summer,Moskva,Judo,1.0
6928,Judo Men's Half-Lightweight,Bulgaria,BUL,2004,2004 Summer,Summer,Athina,Judo,1.0
6929,Judo Men's Half-Lightweight,Cuba,CUB,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6930,Judo Men's Half-Lightweight,Cuba,CUB,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6931,Judo Men's Half-Lightweight,Cuba,CUB,2004,2004 Summer,Summer,Athina,Judo,1.0
6932,Judo Men's Half-Lightweight,Cuba,CUB,2008,2008 Summer,Summer,Beijing,Judo,1.0
6933,Judo Men's Half-Lightweight,France,FRA,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6934,Judo Men's Half-Lightweight,France,FRA,1988,1988 Summer,Summer,Seoul,Judo,1.0
6935,Judo Men's Half-Lightweight,France,FRA,2000,2000 Summer,Summer,Sydney,Judo,1.0
6936,Judo Men's Half-Lightweight,France,FRA,2008,2008 Summer,Summer,Beijing,Judo,1.0
6937,Judo Men's Half-Lightweight,Georgia,GEO,2000,2000 Summer,Summer,Sydney,Judo,1.0
6938,Judo Men's Half-Lightweight,Georgia,GEO,2012,2012 Summer,Summer,London,Judo,1.0
6939,Judo Men's Half-Lightweight,Germany,GER,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6940,Judo Men's Half-Lightweight,Germany,GER,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6941,Judo Men's Half-Lightweight,Hungary,HUN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6942,Judo Men's Half-Lightweight,Hungary,HUN,2012,2012 Summer,Summer,London,Judo,1.0
6943,Judo Men's Half-Lightweight,Italy,ITA,2000,2000 Summer,Summer,Sydney,Judo,1.0
6944,Judo Men's Half-Lightweight,Italy,ITA,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
6945,Judo Men's Half-Lightweight,Japan,JPN,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6946,Judo Men's Half-Lightweight,Japan,JPN,1988,1988 Summer,Summer,Seoul,Judo,1.0
6947,Judo Men's Half-Lightweight,Japan,JPN,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6948,Judo Men's Half-Lightweight,Japan,JPN,2004,2004 Summer,Summer,Athina,Judo,1.0
6949,Judo Men's Half-Lightweight,Japan,JPN,2008,2008 Summer,Summer,Beijing,Judo,1.0
6950,Judo Men's Half-Lightweight,Japan,JPN,2012,2012 Summer,Summer,London,Judo,1.0
6951,Judo Men's Half-Lightweight,Japan,JPN,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
6952,Judo Men's Half-Lightweight,Mongolia,MGL,1980,1980 Summer,Summer,Moskva,Judo,1.0
6953,Judo Men's Half-Lightweight,North Korea,PRK,2008,2008 Summer,Summer,Beijing,Judo,1.0
6954,Judo Men's Half-Lightweight,Poland,POL,1980,1980 Summer,Summer,Moskva,Judo,1.0
6955,Judo Men's Half-Lightweight,Poland,POL,1988,1988 Summer,Summer,Seoul,Judo,1.0
6956,Judo Men's Half-Lightweight,Slovakia,SVK,2004,2004 Summer,Summer,Athina,Judo,1.0
6957,Judo Men's Half-Lightweight,South Korea,KOR,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6958,Judo Men's Half-Lightweight,South Korea,KOR,1988,1988 Summer,Summer,Seoul,Judo,1.0
6959,Judo Men's Half-Lightweight,South Korea,KOR,2012,2012 Summer,Summer,London,Judo,1.0
6960,Judo Men's Half-Lightweight,South Korea,KOR,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
6961,Judo Men's Half-Lightweight,Soviet Union,URS,1980,1980 Summer,Summer,Moskva,Judo,1.0
6962,Judo Men's Half-Lightweight,Turkey,TUR,2000,2000 Summer,Summer,Sydney,Judo,1.0
6963,Judo Men's Half-Lightweight,Uzbekistan,UZB,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
6964,Judo Men's Half-Middleweight,Brazil,BRA,2004,2004 Summer,Summer,Athina,Judo,1.0
6965,Judo Men's Half-Middleweight,Brazil,BRA,2008,2008 Summer,Summer,Beijing,Judo,1.0
6966,Judo Men's Half-Middleweight,Canada,CAN,2012,2012 Summer,Summer,London,Judo,1.0
6967,Judo Men's Half-Middleweight,Cuba,CUB,1980,1980 Summer,Summer,Moskva,Judo,1.0
6968,Judo Men's Half-Middleweight,East Germany,GDR,1972,1972 Summer,Summer,Munich,Judo,1.0
6969,Judo Men's Half-Middleweight,East Germany,GDR,1980,1980 Summer,Summer,Moskva,Judo,1.0
6970,Judo Men's Half-Middleweight,East Germany,GDR,1988,1988 Summer,Summer,Seoul,Judo,1.0
6971,Judo Men's Half-Middleweight,Estonia,EST,2000,2000 Summer,Summer,Sydney,Judo,1.0
6972,Judo Men's Half-Middleweight,France,FRA,1976,1976 Summer,Summer,Montreal,Judo,1.0
6973,Judo Men's Half-Middleweight,France,FRA,1980,1980 Summer,Summer,Moskva,Judo,1.0
6974,Judo Men's Half-Middleweight,France,FRA,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6975,Judo Men's Half-Middleweight,France,FRA,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6976,Judo Men's Half-Middleweight,France,FRA,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6977,Judo Men's Half-Middleweight,Georgia,GEO,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6978,Judo Men's Half-Middleweight,Germany,GER,2008,2008 Summer,Summer,Beijing,Judo,1.0
6979,Judo Men's Half-Middleweight,Germany,GER,2012,2012 Summer,Summer,London,Judo,1.0
6980,Judo Men's Half-Middleweight,Great Britain,GBR,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6981,Judo Men's Half-Middleweight,Greece,GRE,2004,2004 Summer,Summer,Athina,Judo,1.0
6982,Judo Men's Half-Middleweight,Japan,JPN,1972,1972 Summer,Summer,Munich,Judo,1.0
6983,Judo Men's Half-Middleweight,Japan,JPN,1976,1976 Summer,Summer,Montreal,Judo,1.0
6984,Judo Men's Half-Middleweight,Japan,JPN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6985,Judo Men's Half-Middleweight,Japan,JPN,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6986,Judo Men's Half-Middleweight,Japan,JPN,2000,2000 Summer,Summer,Sydney,Judo,1.0
6987,Judo Men's Half-Middleweight,Japan,JPN,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
6988,Judo Men's Half-Middleweight,Poland,POL,1972,1972 Summer,Summer,Munich,Judo,1.0
6989,Judo Men's Half-Middleweight,Poland,POL,1976,1976 Summer,Summer,Montreal,Judo,1.0
6990,Judo Men's Half-Middleweight,Poland,POL,1988,1988 Summer,Summer,Seoul,Judo,1.0
6991,Judo Men's Half-Middleweight,Portugal,POR,2000,2000 Summer,Summer,Sydney,Judo,1.0
6992,Judo Men's Half-Middleweight,Romania,ROU,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
6993,Judo Men's Half-Middleweight,Russia,RUS,2004,2004 Summer,Summer,Athina,Judo,1.0
6994,Judo Men's Half-Middleweight,Russia,RUS,2012,2012 Summer,Summer,London,Judo,1.0
6995,Judo Men's Half-Middleweight,Russia,RUS,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
6996,Judo Men's Half-Middleweight,South Korea,KOR,1992,1992 Summer,Summer,Barcelona,Judo,1.0
6997,Judo Men's Half-Middleweight,South Korea,KOR,1996,1996 Summer,Summer,Atlanta,Judo,1.0
6998,Judo Men's Half-Middleweight,South Korea,KOR,2000,2000 Summer,Summer,Sydney,Judo,1.0
6999,Judo Men's Half-Middleweight,South Korea,KOR,2008,2008 Summer,Summer,Beijing,Judo,1.0
7000,Judo Men's Half-Middleweight,South Korea,KOR,2012,2012 Summer,Summer,London,Judo,1.0
7001,Judo Men's Half-Middleweight,Soviet Union,URS,1972,1972 Summer,Summer,Munich,Judo,1.0
7002,Judo Men's Half-Middleweight,Soviet Union,URS,1976,1976 Summer,Summer,Montreal,Judo,1.0
7003,Judo Men's Half-Middleweight,Soviet Union,URS,1980,1980 Summer,Summer,Moskva,Judo,1.0
7004,Judo Men's Half-Middleweight,Soviet Union,URS,1988,1988 Summer,Summer,Seoul,Judo,1.0
7005,Judo Men's Half-Middleweight,Ukraine,UKR,2004,2004 Summer,Summer,Athina,Judo,1.0
7006,Judo Men's Half-Middleweight,Ukraine,UKR,2008,2008 Summer,Summer,Beijing,Judo,1.0
7007,Judo Men's Half-Middleweight,United Arab Emirates,UAE,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7008,Judo Men's Half-Middleweight,United States,USA,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7009,Judo Men's Half-Middleweight,United States,USA,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7010,Judo Men's Half-Middleweight,West Germany,FRG,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7011,Judo Men's Half-Middleweight,West Germany,FRG,1988,1988 Summer,Summer,Seoul,Judo,1.0
7012,Judo Men's Heavyweight,Belgium,BEL,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7013,Judo Men's Heavyweight,Brazil,BRA,2012,2012 Summer,Summer,London,Judo,1.0
7014,Judo Men's Heavyweight,Brazil,BRA,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7015,Judo Men's Heavyweight,Bulgaria,BUL,1980,1980 Summer,Summer,Moskva,Judo,1.0
7016,Judo Men's Heavyweight,Canada,CAN,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7017,Judo Men's Heavyweight,Canada,CAN,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7018,Judo Men's Heavyweight,Cuba,CUB,2008,2008 Summer,Summer,Beijing,Judo,1.0
7019,Judo Men's Heavyweight,Czechoslovakia,TCH,1980,1980 Summer,Summer,Moskva,Judo,1.0
7020,Judo Men's Heavyweight,East Germany,GDR,1988,1988 Summer,Summer,Seoul,Judo,1.0
7021,Judo Men's Heavyweight,Estonia,EST,2000,2000 Summer,Summer,Sydney,Judo,1.0
7022,Judo Men's Heavyweight,Estonia,EST,2004,2004 Summer,Summer,Athina,Judo,1.0
7023,Judo Men's Heavyweight,France,FRA,1980,1980 Summer,Summer,Moskva,Judo,1.0
7024,Judo Men's Heavyweight,France,FRA,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7025,Judo Men's Heavyweight,France,FRA,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7026,Judo Men's Heavyweight,France,FRA,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7027,Judo Men's Heavyweight,France,FRA,2000,2000 Summer,Summer,Sydney,Judo,1.0
7028,Judo Men's Heavyweight,France,FRA,2008,2008 Summer,Summer,Beijing,Judo,1.0
7029,Judo Men's Heavyweight,France,FRA,2012,2012 Summer,Summer,London,Judo,1.0
7030,Judo Men's Heavyweight,France,FRA,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7031,Judo Men's Heavyweight,Germany,GER,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7032,Judo Men's Heavyweight,Germany,GER,2012,2012 Summer,Summer,London,Judo,1.0
7033,Judo Men's Heavyweight,Hungary,HUN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7034,Judo Men's Heavyweight,Israel,ISR,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7035,Judo Men's Heavyweight,Japan,JPN,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7036,Judo Men's Heavyweight,Japan,JPN,1972,1972 Summer,Summer,Munich,Judo,1.0
7037,Judo Men's Heavyweight,Japan,JPN,1976,1976 Summer,Summer,Montreal,Judo,1.0
7038,Judo Men's Heavyweight,Japan,JPN,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7039,Judo Men's Heavyweight,Japan,JPN,1988,1988 Summer,Summer,Seoul,Judo,1.0
7040,Judo Men's Heavyweight,Japan,JPN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7041,Judo Men's Heavyweight,Japan,JPN,2000,2000 Summer,Summer,Sydney,Judo,1.0
7042,Judo Men's Heavyweight,Japan,JPN,2004,2004 Summer,Summer,Athina,Judo,1.0
7043,Judo Men's Heavyweight,Japan,JPN,2008,2008 Summer,Summer,Beijing,Judo,1.0
7044,Judo Men's Heavyweight,Japan,JPN,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7045,Judo Men's Heavyweight,Netherlands,NED,1972,1972 Summer,Summer,Munich,Judo,1.0
7046,Judo Men's Heavyweight,Netherlands,NED,2004,2004 Summer,Summer,Athina,Judo,1.0
7047,Judo Men's Heavyweight,Russia,RUS,2000,2000 Summer,Summer,Sydney,Judo,1.0
7048,Judo Men's Heavyweight,Russia,RUS,2004,2004 Summer,Summer,Athina,Judo,1.0
7049,Judo Men's Heavyweight,Russia,RUS,2012,2012 Summer,Summer,London,Judo,1.0
7050,Judo Men's Heavyweight,South Korea,KOR,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7051,Judo Men's Heavyweight,South Korea,KOR,1988,1988 Summer,Summer,Seoul,Judo,1.0
7052,Judo Men's Heavyweight,Soviet Union,URS,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7053,Judo Men's Heavyweight,Soviet Union,URS,1972,1972 Summer,Summer,Munich,Judo,1.0
7054,Judo Men's Heavyweight,Soviet Union,URS,1976,1976 Summer,Summer,Montreal,Judo,1.0
7055,Judo Men's Heavyweight,Soviet Union,URS,1988,1988 Summer,Summer,Seoul,Judo,1.0
7056,Judo Men's Heavyweight,Spain,ESP,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7057,Judo Men's Heavyweight,Unified Team,EUN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7058,Judo Men's Heavyweight,United States,USA,1976,1976 Summer,Summer,Montreal,Judo,1.0
7059,Judo Men's Heavyweight,Uzbekistan,UZB,2008,2008 Summer,Summer,Beijing,Judo,1.0
7060,Judo Men's Heavyweight,West Germany,FRG,1972,1972 Summer,Summer,Munich,Judo,1.0
7061,Judo Men's Heavyweight,West Germany,FRG,1976,1976 Summer,Summer,Montreal,Judo,1.0
7062,Judo Men's Heavyweight,Yugoslavia,YUG,1980,1980 Summer,Summer,Moskva,Judo,1.0
7063,Judo Men's Lightweight,Azerbaijan,AZE,2008,2008 Summer,Summer,Beijing,Judo,1.0
7064,Judo Men's Lightweight,Azerbaijan,AZE,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7065,Judo Men's Lightweight,Belarus,BLR,2000,2000 Summer,Summer,Sydney,Judo,1.0
7066,Judo Men's Lightweight,Belgium,BEL,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7067,Judo Men's Lightweight,Brazil,BRA,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7068,Judo Men's Lightweight,Brazil,BRA,2000,2000 Summer,Summer,Sydney,Judo,1.0
7069,Judo Men's Lightweight,Brazil,BRA,2004,2004 Summer,Summer,Athina,Judo,1.0
7070,Judo Men's Lightweight,Brazil,BRA,2008,2008 Summer,Summer,Beijing,Judo,1.0
7071,Judo Men's Lightweight,Cuba,CUB,1976,1976 Summer,Summer,Montreal,Judo,1.0
7072,Judo Men's Lightweight,East Germany,GDR,1980,1980 Summer,Summer,Moskva,Judo,1.0
7073,Judo Men's Lightweight,East Germany,GDR,1988,1988 Summer,Summer,Seoul,Judo,1.0
7074,Judo Men's Lightweight,France,FRA,1972,1972 Summer,Summer,Munich,Judo,1.0
7075,Judo Men's Lightweight,France,FRA,1988,1988 Summer,Summer,Seoul,Judo,1.0
7076,Judo Men's Lightweight,France,FRA,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7077,Judo Men's Lightweight,France,FRA,2012,2012 Summer,Summer,London,Judo,1.0
7078,Judo Men's Lightweight,Georgia,GEO,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7079,Judo Men's Lightweight,Great Britain,GBR,1980,1980 Summer,Summer,Moskva,Judo,1.0
7080,Judo Men's Lightweight,Great Britain,GBR,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7081,Judo Men's Lightweight,Hungary,HUN,1976,1976 Summer,Summer,Montreal,Judo,1.0
7082,Judo Men's Lightweight,Hungary,HUN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7083,Judo Men's Lightweight,Israel,ISR,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7084,Judo Men's Lightweight,Italy,ITA,1976,1976 Summer,Summer,Montreal,Judo,1.0
7085,Judo Men's Lightweight,Italy,ITA,1980,1980 Summer,Summer,Moskva,Judo,1.0
7086,Judo Men's Lightweight,Italy,ITA,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7087,Judo Men's Lightweight,Italy,ITA,2000,2000 Summer,Summer,Sydney,Judo,1.0
7088,Judo Men's Lightweight,Japan,JPN,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7089,Judo Men's Lightweight,Japan,JPN,1972,1972 Summer,Summer,Munich,Judo,1.0
7090,Judo Men's Lightweight,Japan,JPN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7091,Judo Men's Lightweight,Japan,JPN,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7092,Judo Men's Lightweight,Japan,JPN,2012,2012 Summer,Summer,London,Judo,1.0
7093,Judo Men's Lightweight,Japan,JPN,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7094,Judo Men's Lightweight,Latvia,LAT,2000,2000 Summer,Summer,Sydney,Judo,1.0
7095,Judo Men's Lightweight,Mongolia,MGL,1980,1980 Summer,Summer,Moskva,Judo,1.0
7096,Judo Men's Lightweight,Mongolia,MGL,2012,2012 Summer,Summer,London,Judo,1.0
7097,Judo Men's Lightweight,North Korea,PRK,1972,1972 Summer,Summer,Munich,Judo,1.0
7098,Judo Men's Lightweight,Russia,RUS,2004,2004 Summer,Summer,Athina,Judo,1.0
7099,Judo Men's Lightweight,Russia,RUS,2012,2012 Summer,Summer,London,Judo,1.0
7100,Judo Men's Lightweight,South Korea,KOR,1976,1976 Summer,Summer,Montreal,Judo,1.0
7101,Judo Men's Lightweight,South Korea,KOR,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7102,Judo Men's Lightweight,South Korea,KOR,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7103,Judo Men's Lightweight,South Korea,KOR,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7104,Judo Men's Lightweight,South Korea,KOR,2004,2004 Summer,Summer,Athina,Judo,1.0
7105,Judo Men's Lightweight,South Korea,KOR,2008,2008 Summer,Summer,Beijing,Judo,1.0
7106,Judo Men's Lightweight,Soviet Union,URS,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7107,Judo Men's Lightweight,Soviet Union,URS,1988,1988 Summer,Summer,Seoul,Judo,1.0
7108,Judo Men's Lightweight,Switzerland,SUI,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7109,Judo Men's Lightweight,Tajikistan,TJK,2008,2008 Summer,Summer,Beijing,Judo,1.0
7110,Judo Men's Lightweight,United States,USA,1988,1988 Summer,Summer,Seoul,Judo,1.0
7111,Judo Men's Lightweight,United States,USA,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7112,Judo Men's Lightweight,United States,USA,2004,2004 Summer,Summer,Athina,Judo,1.0
7113,Judo Men's Middleweight,Algeria,ALG,2008,2008 Summer,Summer,Beijing,Judo,1.0
7114,Judo Men's Middleweight,Austria,AUT,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7115,Judo Men's Middleweight,Austria,AUT,1988,1988 Summer,Summer,Seoul,Judo,1.0
7116,Judo Men's Middleweight,Brazil,BRA,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7117,Judo Men's Middleweight,Brazil,BRA,2000,2000 Summer,Summer,Sydney,Judo,1.0
7118,Judo Men's Middleweight,Canada,CAN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7119,Judo Men's Middleweight,China,CHN,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7120,Judo Men's Middleweight,Cuba,CUB,1980,1980 Summer,Summer,Moskva,Judo,1.0
7121,Judo Men's Middleweight,Cuba,CUB,2012,2012 Summer,Summer,London,Judo,1.0
7122,Judo Men's Middleweight,East Germany,GDR,1980,1980 Summer,Summer,Moskva,Judo,1.0
7123,Judo Men's Middleweight,Egypt,EGY,2008,2008 Summer,Summer,Beijing,Judo,1.0
7124,Judo Men's Middleweight,France,FRA,1972,1972 Summer,Summer,Munich,Judo,1.0
7125,Judo Men's Middleweight,France,FRA,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7126,Judo Men's Middleweight,France,FRA,2000,2000 Summer,Summer,Sydney,Judo,1.0
7127,Judo Men's Middleweight,Georgia,GEO,2004,2004 Summer,Summer,Athina,Judo,1.0
7128,Judo Men's Middleweight,Georgia,GEO,2008,2008 Summer,Summer,Beijing,Judo,1.0
7129,Judo Men's Middleweight,Georgia,GEO,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7130,Judo Men's Middleweight,Germany,GER,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7131,Judo Men's Middleweight,Germany,GER,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7132,Judo Men's Middleweight,Great Britain,GBR,1972,1972 Summer,Summer,Munich,Judo,1.0
7133,Judo Men's Middleweight,Greece,GRE,2012,2012 Summer,Summer,London,Judo,1.0
7134,Judo Men's Middleweight,Japan,JPN,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7135,Judo Men's Middleweight,Japan,JPN,1972,1972 Summer,Summer,Munich,Judo,1.0
7136,Judo Men's Middleweight,Japan,JPN,1976,1976 Summer,Summer,Montreal,Judo,1.0
7137,Judo Men's Middleweight,Japan,JPN,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7138,Judo Men's Middleweight,Japan,JPN,1988,1988 Summer,Summer,Seoul,Judo,1.0
7139,Judo Men's Middleweight,Japan,JPN,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7140,Judo Men's Middleweight,Japan,JPN,2004,2004 Summer,Summer,Athina,Judo,1.0
7141,Judo Men's Middleweight,Japan,JPN,2012,2012 Summer,Summer,London,Judo,1.0
7142,Judo Men's Middleweight,Japan,JPN,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7143,Judo Men's Middleweight,Netherlands,NED,1988,1988 Summer,Summer,Seoul,Judo,1.0
7144,Judo Men's Middleweight,Netherlands,NED,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7145,Judo Men's Middleweight,Netherlands,NED,2000,2000 Summer,Summer,Sydney,Judo,1.0
7146,Judo Men's Middleweight,Netherlands,NED,2004,2004 Summer,Summer,Athina,Judo,1.0
7147,Judo Men's Middleweight,Poland,POL,1992,1992 Summer,Summer,Barcelona,Judo,1.0
7148,Judo Men's Middleweight,Russia,RUS,2004,2004 Summer,Summer,Athina,Judo,1.0
7149,Judo Men's Middleweight,South Korea,KOR,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7150,Judo Men's Middleweight,South Korea,KOR,1972,1972 Summer,Summer,Munich,Judo,1.0
7151,Judo Men's Middleweight,South Korea,KOR,1976,1976 Summer,Summer,Montreal,Judo,1.0
7152,Judo Men's Middleweight,South Korea,KOR,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7153,Judo Men's Middleweight,South Korea,KOR,2012,2012 Summer,Summer,London,Judo,1.0
7154,Judo Men's Middleweight,South Korea,KOR,2016,2016 Summer,Summer,Rio de Janeiro,Judo,1.0
7155,Judo Men's Middleweight,Soviet Union,URS,1976,1976 Summer,Summer,Montreal,Judo,1.0
7156,Judo Men's Middleweight,Soviet Union,URS,1980,1980 Summer,Summer,Moskva,Judo,1.0
7157,Judo Men's Middleweight,Soviet Union,URS,1988,1988 Summer,Summer,Seoul,Judo,1.0
7158,Judo Men's Middleweight,Switzerland,SUI,1980,1980 Summer,Summer,Moskva,Judo,1.0
7159,Judo Men's Middleweight,Switzerland,SUI,2008,2008 Summer,Summer,Beijing,Judo,1.0
7160,Judo Men's Middleweight,Ukraine,UKR,2000,2000 Summer,Summer,Sydney,Judo,1.0
7161,Judo Men's Middleweight,United States,USA,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7162,Judo Men's Middleweight,United States,USA,1984,1984 Summer,Summer,Los Angeles,Judo,1.0
7163,Judo Men's Middleweight,Uzbekistan,UZB,1996,1996 Summer,Summer,Atlanta,Judo,1.0
7164,Judo Men's Middleweight,Yugoslavia,YUG,1976,1976 Summer,Summer,Montreal,Judo,1.0
7165,Judo Men's Open Class,Australia,AUS,1964,1964 Summer,Summer,Tokyo,Judo,1.0
7166,Judo Men's Open Class,East Germany,GDR,1980,1980 Summer,Summer,Moskva,Judo,1.0
